,c,h,l,o,s,t,v,wma,ts,date,c_dji,h_dji,l_dji,o_dji,s_dji,t_dji,v_dji,wma_dji,ts_dji,date_dji,day_of_week,day_of_year,is_quarter_end,5wma,vwap,next_1_high,next_1_low,next_3_high,next_3_low,next_5_high,next_5_low,next_7_high,next_7_low,last_1_high,last_1_low,last_3_high,last_3_low,last_5_high,last_5_low,last_7_high,last_7_low
0,4.11,4.12,3.92,4.02,ok,1595376000,2523547,0.0,2020-07-22 00:00:00,2020-07-22,27005.8398,27035.2402,26794.1895,26824.5605,ok,1595424600,404340000,0.0,2020-07-22 13:30:00,2020-07-22,2,204,False,,1.6048839193405154e-06,4.305,4.06,4.305,3.95,4.305,3.92,4.305,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.11,4.305,4.06,4.09,ok,1595462400,3237550,0.0,2020-07-23 00:00:00,2020-07-23,26652.3301,26973.8496,26560.0391,26955.9707,ok,1595511000,419800000,0.0,2020-07-23 13:30:00,2020-07-23,3,205,False,,1.2844074480188205e-06,4.23,4.01,4.23,3.92,4.23,3.92,4.25,3.92,4.12,3.92,0.0,0.0,0.0,0.0,0.0,0.0
2,4.03,4.23,4.01,4.06,ok,1595548800,2216295,4.07,2020-07-24 00:00:00,2020-07-24,26469.8906,26625.6992,26402.8594,26533.4102,ok,1595597400,494170000,26620.028633333335,2020-07-24 13:30:00,2020-07-24,4,206,False,,1.8454222023692693e-06,4.12,3.95,4.18,3.92,4.23,3.92,4.7375,3.92,4.305,4.06,0.0,0.0,0.0,0.0,0.0,0.0
3,4.01,4.12,3.95,4.02,ok,1595808000,2472696,4.033333333333334,2020-07-27 00:00:00,2020-07-27,26584.7695,26625.4609,26426.9199,26447.6699,ok,1595856600,400930000,26557.736633333338,2020-07-27 13:30:00,2020-07-27,0,209,False,,1.628451967676846e-06,4.049,3.92,4.23,3.92,4.25,3.92,4.76,3.92,4.23,4.01,0.0,0.0,0.0,0.0,0.0,0.0
4,3.94,4.049,3.92,3.96,ok,1595894400,4555392,3.978333333333334,2020-07-28 00:00:00,2020-07-28,26379.2793,26556.8398,26361.7109,26529.4492,ok,1595943000,361090000,26462.877916666675,2020-07-28 13:30:00,2020-07-28,1,210,False,4.010666666666666,8.714215300607866e-07,4.18,3.92,4.23,3.92,4.7375,3.92,4.76,3.92,4.12,3.95,0.0,0.0,0.0,0.0,0.0,0.0
5,4.06,4.18,3.92,3.94,ok,1595980800,2879626,4.011666666666668,2020-07-29 00:00:00,2020-07-29,26539.5703,26602.4492,26375.3906,26388.4395,ok,1596029400,347580000,26493.67316666668,2020-07-29 13:30:00,2020-07-29,2,211,False,4.017333333333333,1.4075901986345913e-06,4.23,3.97,4.25,3.97,4.76,3.97,4.76,3.97,4.049,3.92,4.305,3.92,0.0,0.0,0.0,0.0
6,4.1,4.23,3.97,4.0,ok,1596067200,2398485,4.060000000000001,2020-07-30 00:00:00,2020-07-30,26313.6504,26374.9297,25992.2793,26367.4199,ok,1596115800,351540000,26399.895183333352,2020-07-30 13:30:00,2020-07-30,3,212,False,4.040666666666667,1.7094123999107773e-06,4.16,3.99,4.7375,3.99,4.76,3.99,4.76,3.99,4.18,3.92,4.305,3.95,0.0,0.0,0.0,0.0
7,4.01,4.16,3.99,4.06,ok,1596153600,1879553,4.048333333333335,2020-07-31 00:00:00,2020-07-31,26428.3203,26440.0195,26013.5898,26409.3301,ok,1596202200,488050000,26408.63866666669,2020-07-31 13:30:00,2020-07-31,4,213,False,4.034666666666666,2.156541120858701e-06,4.25,3.995,4.76,3.995,4.76,3.995,4.76,3.995,4.23,3.97,4.23,3.92,0.0,0.0,0.0,0.0
8,4.15,4.25,3.995,4.03,ok,1596412800,2518010,4.0950000000000015,2020-08-03 00:00:00,2020-08-03,26664.4004,26707.2598,26534.3809,26542.3203,ok,1596461400,439380000,26527.248700000026,2020-08-03 13:30:00,2020-08-03,0,216,False,4.076666666666666,1.6408460119962458e-06,4.7375,4.13,4.76,4.13,4.76,4.06,4.76,4.06,4.16,3.99,4.18,3.92,0.0,0.0,0.0,0.0
9,4.43,4.7375,4.13,4.13,ok,1596499200,10361363,4.2666666666666675,2020-08-04 00:00:00,2020-08-04,26828.4707,26832.7207,26597.8203,26664.6094,ok,1596547800,346350000,26707.088866666698,2020-08-04 13:30:00,2020-08-04,1,217,False,4.2026666666666666,4.277912085504581e-07,4.76,4.245,4.76,4.06,4.76,4.06,4.76,4.06,4.25,3.995,4.23,3.92,4.305,3.92,0.0,0.0
10,4.63,4.76,4.245,4.5,ok,1596585600,4925697,4.483333333333334,2020-08-05 00:00:00,2020-08-05,27201.5195,27221.6699,26924.7793,26924.7793,ok,1596634200,366000000,26987.650050000037,2020-08-05 13:30:00,2020-08-05,2,218,False,4.362666666666667,9.227120547609808e-07,4.655,4.3801,4.655,4.06,4.655,4.06,4.83,4.06,4.7375,4.13,4.23,3.92,4.305,3.92,0.0,0.0
11,4.43,4.655,4.3801,4.6,ok,1596672000,1901224,4.496666666666667,2020-08-06 00:00:00,2020-08-06,27386.9805,27394.0996,27145.25,27170.8203,ok,1596720600,322460000,27232.07520000004,2020-08-06 13:30:00,2020-08-06,3,219,False,4.418000000000001,2.3607774079575405e-06,4.4,4.06,4.57,4.06,4.71,4.06,4.83,4.06,4.76,4.245,4.25,3.97,4.23,3.92,0.0,0.0
12,4.16,4.4,4.06,4.39,ok,1596758400,3341099,4.328333333333334,2020-08-07 00:00:00,2020-08-07,27433.4805,27456.2402,27223.5508,27321.6797,ok,1596807000,321170000,27379.32033333338,2020-08-07 13:30:00,2020-08-07,4,220,False,4.3613333333333335,1.259066752187429e-06,4.57,4.18,4.63,4.18,4.83,4.18,4.87,4.18,4.655,4.3801,4.7375,3.99,4.23,3.92,0.0,0.0
13,4.33,4.57,4.18,4.2,ok,1597017600,4561772,4.290000000000002,2020-08-10 00:00:00,2020-08-10,27791.4395,27803.8594,27488.2109,27488.2109,ok,1597066200,360340000,27604.71000000005,2020-08-10 13:30:00,2020-08-10,0,223,False,4.351333333333333,9.55768942419744e-07,4.57,4.34,4.71,4.34,4.83,4.34,4.87,4.34,4.4,4.06,4.76,3.995,4.25,3.92,4.305,3.92
14,4.35,4.57,4.34,4.43,ok,1597104000,3139105,4.311666666666668,2020-08-11 00:00:00,2020-08-11,27686.9102,28154.8809,27624.5098,27961.6406,ok,1597152600,428220000,27679.51501666672,2020-08-11 13:30:00,2020-08-11,1,224,False,4.335999999999999,1.4080446496692528e-06,4.63,4.36,4.83,4.36,4.87,4.36,4.87,4.36,4.57,4.18,4.76,4.13,4.7375,3.92,4.305,3.92
15,4.52,4.63,4.36,4.4,ok,1597190400,3057594,4.431666666666669,2020-08-12 00:00:00,2020-08-12,27976.8398,28043.8906,27843.3203,27860.2402,ok,1597239000,340210000,27849.29655000006,2020-08-12 13:30:00,2020-08-12,2,225,False,4.382666666666666,1.4728356130124971e-06,4.71,4.4966,4.83,4.4966,4.87,4.435,5.6,4.435,4.57,4.34,4.76,4.06,4.76,3.97,4.25,3.92
16,4.64,4.71,4.4966,4.52,ok,1597276800,2128313,4.551666666666669,2020-08-13 00:00:00,2020-08-13,27896.7207,27986.0996,27789.7793,27922.5098,ok,1597325400,360160000,27888.458650000073,2020-08-13 13:30:00,2020-08-13,3,226,False,4.476666666666666,2.16863465727707e-06,4.83,4.545,4.87,4.435,4.87,4.435,5.6,4.435,4.63,4.36,4.655,4.06,4.76,3.99,4.7375,3.92
17,4.75,4.83,4.545,4.6,ok,1597363200,3474692,4.675000000000003,2020-08-14 00:00:00,2020-08-14,27931.0195,27977.8105,27759.3906,27828.9297,ok,1597411800,275540000,27927.223283333413,2020-08-14 13:30:00,2020-08-14,4,227,False,4.593333333333333,1.3550361681937085e-06,4.78,4.555,4.87,4.435,5.6,4.435,5.6,4.435,4.71,4.4966,4.57,4.06,4.76,3.995,4.76,3.92
18,4.63,4.78,4.555,4.78,ok,1597622400,2370970,4.67166666666667,2020-08-17 00:00:00,2020-08-17,27844.9102,27999.8105,27816.4004,27970.0508,ok,1597671000,286860000,27882.248383333423,2020-08-17 13:30:00,2020-08-17,0,230,False,4.6306666666666665,1.9633314634938446e-06,4.87,4.435,4.87,4.435,5.6,4.435,5.6,4.435,4.83,4.545,4.63,4.18,4.76,4.06,4.76,3.92
19,4.81,4.87,4.435,4.61,ok,1597708800,3834840,4.740000000000004,2020-08-18 00:00:00,2020-08-18,27778.0703,27891.1191,27668.7891,27853.4805,ok,1597757400,276170000,27825.8418000001,2020-08-18 13:30:00,2020-08-18,1,231,False,4.707999999999999,1.2269090757371883e-06,4.84,4.64,5.6,4.51,5.6,4.51,5.6,4.51,4.78,4.555,4.71,4.34,4.76,4.06,4.76,3.97
20,4.72,4.84,4.64,4.8,ok,1597795200,2612583,4.735000000000004,2020-08-19 00:00:00,2020-08-19,27692.8809,27920.4199,27647.6699,27811.2598,ok,1597843800,311460000,27746.615583333445,2020-08-19 13:30:00,2020-08-19,2,232,False,4.724666666666666,1.811744673119795e-06,4.68,4.51,5.6,4.51,5.6,4.51,5.6,4.51,4.87,4.435,4.83,4.36,4.655,4.06,4.76,3.99
21,4.61,4.68,4.51,4.62,ok,1597881600,2441184,4.680000000000005,2020-08-20 00:00:00,2020-08-20,27739.7305,27781.4609,27526.25,27622.6797,ok,1597930200,304550000,27730.503933333453,2020-08-20 13:30:00,2020-08-20,3,233,False,4.691333333333333,1.8843315374834509e-06,5.6,4.595,5.6,4.56,5.6,4.56,7.15,4.56,4.84,4.64,4.83,4.4966,4.71,4.06,4.76,3.995
22,5.03,5.6,4.595,4.6,ok,1597968000,10642591,4.838333333333339,2020-08-21 00:00:00,2020-08-21,27930.3301,27959.4805,27686.7793,27758.1309,ok,1598016600,372720000,27827.22203333346,2020-08-21 13:30:00,2020-08-21,4,234,False,4.8,4.768575622233346e-07,5.13,4.56,5.25,4.56,5.565,4.56,7.82,4.56,4.68,4.51,4.87,4.435,4.83,4.18,4.76,4.06
23,4.87,5.13,4.56,5.1,ok,1598227200,4585366,4.880000000000005,2020-08-24 00:00:00,2020-08-24,28308.4609,28314.9395,28041.75,28077.5801,ok,1598275800,383880000,28087.62890000013,2020-08-24 13:30:00,2020-08-24,0,237,False,4.836666666666668,1.0584396825320668e-06,5.25,4.88,5.3799,4.88,7.15,4.88,8.05,4.88,5.6,4.595,4.87,4.435,4.83,4.34,4.76,4.06
24,4.98,5.25,4.88,4.88,ok,1598313600,2998678,4.951666666666672,2020-08-25 00:00:00,2020-08-25,28248.4395,28400.7402,28094.5703,28347.4199,ok,1598362200,338420000,28215.42840000014,2020-08-25 13:30:00,2020-08-25,1,238,False,4.894000000000001,1.6796290454215713e-06,5.22,4.9199,5.565,4.9199,7.82,4.9199,8.45,4.9199,5.13,4.56,4.87,4.435,4.87,4.36,4.83,4.06
25,5.11,5.22,4.9199,4.97,ok,1598400000,2779664,5.026666666666672,2020-08-26 00:00:00,2020-08-26,28331.9199,28353.8008,28153.9102,28257.8809,ok,1598448600,327070000,28300.183266666816,2020-08-26 13:30:00,2020-08-26,2,239,False,4.983333333333333,1.8287462081748012e-06,5.3799,5.02,7.15,5.02,8.05,5.02,8.45,5.02,5.25,4.88,5.6,4.51,4.87,4.435,4.83,4.06
26,5.25,5.3799,5.02,5.11,ok,1598486400,3384658,5.1583333333333385,2020-08-27 00:00:00,2020-08-27,28492.2695,28634.2207,28363.9297,28384.0703,ok,1598535000,404340000,28398.181300000153,2020-08-27 13:30:00,2020-08-27,3,240,False,5.093333333333334,1.5412586244558041e-06,5.565,5.215,7.82,5.215,8.45,5.215,8.45,5.215,5.22,4.9199,5.6,4.51,4.87,4.435,4.87,4.18
27,5.39,5.565,5.215,5.3,ok,1598572800,4236926,5.296666666666671,2020-08-28 00:00:00,2020-08-28,28653.8691,28733.3496,28487.9805,28601.2891,ok,1598621400,369740000,28546.344366666828,2020-08-28 13:30:00,2020-08-28,4,241,False,5.207333333333334,1.2721487229184556e-06,7.15,5.69,8.05,5.69,8.45,5.69,8.45,5.69,5.3799,5.02,5.6,4.56,5.6,4.435,4.87,4.34
28,6.68,7.15,5.69,5.77,ok,1598832000,37975999,6.011666666666671,2020-08-31 00:00:00,2020-08-31,28430.0508,28643.6602,28363.5508,28643.6602,ok,1598880600,517320000,28515.026683333504,2020-08-31 13:30:00,2020-08-31,0,244,False,5.727333333333333,1.7133628707612582e-07,7.82,6.77,8.45,6.77,8.45,6.77,8.45,6.19,5.565,5.215,5.25,4.56,5.6,4.435,4.87,4.36
29,7.65,7.82,6.77,7.3,ok,1598918400,23211046,6.9500000000000055,2020-09-01 00:00:00,2020-09-01,28645.6602,28659.2598,28290.7207,28439.6094,ok,1598967000,423410000,28575.15855000018,2020-09-01 13:30:00,2020-09-01,1,245,False,6.45,3.193881625728256e-07,8.05,7.11,8.45,7.11,8.45,7.11,8.45,5.87,7.15,5.69,5.3799,4.88,5.6,4.51,5.6,4.435
30,7.71,8.05,7.11,7.8,ok,1599004800,13011113,7.518333333333338,2020-09-02 00:00:00,2020-09-02,29100.5,29162.8809,28713.5293,28736.7891,ok,1599053400,539510000,28837.145200000185,2020-09-02 13:30:00,2020-09-02,2,246,False,7.014666666666667,5.859093940182776e-07,8.45,7.24,8.45,7.17,8.45,6.19,8.45,5.87,7.82,6.77,5.565,4.9199,5.6,4.51,5.6,4.435
31,7.82,8.45,7.24,7.88,ok,1599091200,14344502,7.755000000000005,2020-09-03 00:00:00,2020-09-03,28292.7305,29199.3496,28074.7598,29090.6992,ok,1599139800,650080000,28620.80861666686,2020-09-03 13:30:00,2020-09-03,3,247,False,7.442666666666668,5.463184895973848e-07,7.92,7.17,8.28,7.17,8.28,5.87,8.28,5.87,8.05,7.11,7.15,5.02,5.6,4.56,5.6,4.435
32,7.65,7.92,7.17,7.78,ok,1599177600,7661994,7.716666666666672,2020-09-04 00:00:00,2020-09-04,28133.3105,28539.75,27664.6797,28341.0508,ok,1599226200,694640000,28347.6487500002,2020-09-04 13:30:00,2020-09-04,4,248,False,7.642666666666667,9.892986081691008e-07,8.28,7.48,8.28,6.19,8.28,5.87,9.04,5.87,8.45,7.24,7.82,5.215,5.565,4.56,5.6,4.435
33,7.7,8.28,7.48,7.55,ok,1599523200,9816620,7.703333333333339,2020-09-08 00:00:00,2020-09-08,27500.8906,27925.2305,27464.9004,27925.2305,ok,1599571800,580860000,27843.67055000021,2020-09-08 13:30:00,2020-09-08,1,252,False,7.708666666666667,7.966082011934862e-07,7.99,7.31,7.99,5.87,7.99,5.87,9.77,5.87,7.92,7.17,8.05,5.69,7.15,4.88,5.6,4.51
34,7.35,7.99,7.31,7.96,ok,1599609600,9068082,7.516666666666673,2020-09-09 00:00:00,2020-09-09,27940.4707,28206.2109,27704.5391,27711.7109,ok,1599658200,460590000,27826.08396666688,2020-09-09 13:30:00,2020-09-09,2,253,False,7.590000000000001,8.325906183909674e-07,6.95,6.19,7.0,5.87,9.04,5.87,9.77,5.87,8.28,7.48,8.45,6.77,7.82,4.9199,5.6,4.51
35,6.23,6.95,6.19,6.65,ok,1599696000,15558278,6.848333333333341,2020-09-10 00:00:00,2020-09-10,27534.5801,28174.7793,27447.0801,28022.5098,ok,1599744600,442850000,27664.262050000223,2020-09-10 13:30:00,2020-09-10,3,254,False,7.118,4.1499879785325004e-07,6.33,5.87,7.26,5.87,9.77,5.87,9.77,5.87,7.99,7.31,8.45,7.11,8.05,5.02,7.15,4.56
36,6.09,6.33,5.87,6.26,ok,1599782400,6061190,6.346666666666676,2020-09-11 00:00:00,2020-09-11,27665.6406,27828.8203,27448.1504,27613.8594,ok,1599831000,435330000,27667.758783333567,2020-09-11 13:30:00,2020-09-11,4,255,False,6.6979999999999995,1.0058530860551586e-06,7.0,6.43,9.04,6.43,9.77,6.43,11.1699,6.43,6.95,6.19,8.45,7.17,8.45,5.215,7.82,4.56
37,6.91,7.0,6.43,6.8,ok,1600041600,10118972,6.523333333333343,2020-09-14 00:00:00,2020-09-14,27993.3301,28086.0605,27718.7402,27718.7402,ok,1600090200,380750000,27807.641933333576,2020-09-14 13:30:00,2020-09-14,0,258,False,6.666666666666667,6.700285364956045e-07,7.26,6.685,9.77,6.685,9.77,6.685,11.1699,6.685,6.33,5.87,8.28,7.17,8.45,5.69,8.05,4.88
38,7.09,7.26,6.685,6.86,ok,1600128000,5743489,6.863333333333344,2020-09-15 00:00:00,2020-09-15,27995.5996,28231.0605,27931.4492,28139.7598,ok,1600176600,414520000,27939.84993333359,2020-09-15 13:30:00,2020-09-15,1,259,False,6.744666666666666,1.220802663096711e-06,9.04,7.03,9.77,7.03,11.1699,7.03,11.1699,7.03,7.0,6.43,8.28,6.19,8.45,6.77,8.45,4.9199
39,8.68,9.04,7.03,7.03,ok,1600214400,19346508,7.855000000000011,2020-09-16 00:00:00,2020-09-16,28032.3809,28364.7695,28021.6699,28031.6895,ok,1600263000,416650000,28013.612000000267,2020-09-16 13:30:00,2020-09-16,2,260,False,7.3933333333333335,4.264335455266656e-07,9.77,8.41,9.77,8.38,11.1699,8.38,11.1699,8.38,7.26,6.685,7.99,5.87,8.45,7.11,8.45,5.02
40,9.2,9.77,8.41,8.57,ok,1600300800,17026720,8.675000000000011,2020-09-17 00:00:00,2020-09-17,27901.9805,28056.7891,27647.9297,27834.1797,ok,1600349400,437230000,27961.050483333605,2020-09-17 13:30:00,2020-09-17,3,261,False,8.126666666666667,5.360202473915508e-07,9.77,8.91,11.1699,8.38,11.1699,8.38,11.1699,8.38,9.04,7.03,7.0,5.87,8.45,6.19,8.45,5.215
41,9.47,9.77,8.91,9.2,ok,1600387200,17407513,9.248333333333347,2020-09-18 00:00:00,2020-09-18,27657.4199,27946.6895,27487.9707,27864.8691,ok,1600435800,698710000,27801.43360000028,2020-09-18 13:30:00,2020-09-18,4,262,False,8.752,5.39039283402134e-07,9.6,8.38,11.1699,8.38,11.1699,8.38,11.1699,8.38,9.77,8.41,7.26,5.87,8.28,5.87,8.45,5.69
42,8.75,9.6,8.38,9.35,ok,1600646400,7639806,9.065000000000014,2020-09-21 00:00:00,2020-09-21,27147.6992,27484.7109,26715.1504,27484.7109,ok,1600695000,523660000,27443.319650000285,2020-09-21 13:30:00,2020-09-21,0,265,False,8.912,1.1662599809471601e-06,11.1699,9.9,11.1699,9.01,11.1699,9.01,11.1699,9.01,9.77,8.91,9.04,6.43,8.28,5.87,8.45,6.19
43,10.56,11.1699,9.9,10.45,ok,1600732800,34752484,9.775000000000015,2020-09-22 00:00:00,2020-09-22,27288.1797,27333.0898,26989.9297,27170.3398,ok,1600781400,420720000,27302.892900000294,2020-09-22 13:30:00,2020-09-22,1,266,False,9.552666666666669,3.033826301452293e-07,10.86,9.92,10.86,9.01,10.86,9.01,10.86,9.01,9.6,8.38,9.77,6.685,7.99,5.87,8.45,5.87
44,10.04,10.86,9.92,10.6,ok,1600819200,10651152,9.998333333333349,2020-09-23 00:00:00,2020-09-23,26763.1309,27464.4609,26716.1191,27413.5996,ok,1600867800,459470000,27002.24188333363,2020-09-23 13:30:00,2020-09-23,2,267,False,9.788666666666666,9.645279058390428e-07,9.81,9.01,10.26,9.01,10.7597,9.01,10.7597,9.01,11.1699,9.9,9.77,7.03,9.04,5.87,8.45,5.87
45,9.14,9.81,9.01,9.71,ok,1600905600,7938838,9.676666666666684,2020-09-24 00:00:00,2020-09-24,26815.4395,27094.8496,26537.0098,26716.0898,ok,1600954200,447810000,26876.793333333637,2020-09-24 13:30:00,2020-09-24,3,268,False,9.633999999999999,1.1739753349293688e-06,10.1826,9.1,10.65,9.1,10.7597,9.1,10.7597,9.1,10.86,9.92,9.77,8.38,9.77,5.87,8.28,5.87
46,10.02,10.1826,9.1,9.19,ok,1600992000,7515157,9.730000000000018,2020-09-25 00:00:00,2020-09-25,27173.9609,27239.2891,26635.3809,26694.5098,ok,1601040600,388900000,26985.982100000303,2020-09-25 13:30:00,2020-09-25,4,269,False,9.776666666666666,1.2997111481946863e-06,10.26,9.55,10.7597,9.55,10.7597,9.3,10.7597,9.1,9.81,9.01,11.1699,8.38,9.77,6.43,9.04,5.87
47,10.09,10.26,9.55,10.16,ok,1601251200,6764323,9.908333333333353,2020-09-28 00:00:00,2020-09-28,27584.0605,27722.5996,27362.1406,27362.1406,ok,1601299800,401860000,27319.257133333642,2020-09-28 13:30:00,2020-09-28,0,272,False,9.906,1.4734167287201788e-06,10.65,9.93,10.7597,9.69,10.7597,9.2502,10.7597,9.1,10.1826,9.1,11.1699,8.38,9.77,6.685,9.77,5.87
48,10.35,10.65,9.93,10.0,ok,1601337600,5244339,10.208333333333353,2020-09-29 00:00:00,2020-09-29,27452.6602,27605.5996,27338.0898,27560.2402,ok,1601386200,303820000,27450.01041666698,2020-09-29 13:30:00,2020-09-29,1,273,False,10.032666666666668,1.96592935735085e-06,10.7597,10.06,10.7597,9.3,10.7597,9.1,13.64,9.1,10.26,9.55,11.1699,9.01,11.1699,7.03,9.77,5.87
49,10.2,10.7597,10.06,10.25,ok,1601424000,6079033,10.231666666666689,2020-09-30 00:00:00,2020-09-30,27781.6992,28026.3301,27511.0605,27514.6406,ok,1601472600,452550000,27639.079750000325,2020-09-30 13:30:00,2020-09-30,2,274,True,10.123333333333333,1.7009119707032352e-06,10.25,9.69,10.25,9.2502,10.25,9.1,14.8,9.1,10.65,9.93,10.86,9.01,11.1699,8.38,9.77,5.87
50,9.77,10.25,9.69,10.09,ok,1601510400,4554055,10.010000000000021,2020-10-01 00:00:00,2020-10-01,27816.9004,28041.4609,27669.2598,27940.6309,ok,1601559000,373450000,27744.459966666996,2020-10-01 13:30:00,2020-10-01,3,275,False,10.059999999999999,2.174618737220638e-06,9.78,9.3,9.835,9.1,13.64,9.1,14.8,9.1,10.7597,10.06,10.26,9.01,11.1699,8.38,11.1699,6.43
51,9.39,9.78,9.3,9.38,ok,1601596800,4340484,9.65166666666669,2020-10-02 00:00:00,2020-10-02,27682.8105,27861.4297,27382.9395,27536.3906,ok,1601645400,392770000,27743.988583333674,2020-10-02 13:30:00,2020-10-02,4,276,False,9.828000000000001,2.186392116639527e-06,9.59,9.2502,9.835,9.1,14.8,9.1,14.8,9.1,10.25,9.69,10.65,9.1,11.1699,8.38,11.1699,6.685
52,9.46,9.59,9.2502,9.44,ok,1601856000,2804969,9.488333333333358,2020-10-05 00:00:00,2020-10-05,28148.6406,28162.6406,27825.4199,27825.4199,ok,1601904600,318210000,27938.07386666702,2020-10-05 13:30:00,2020-10-05,0,279,False,9.661333333333335,3.363103121638778e-06,9.835,9.1,13.64,9.1,14.8,9.1,14.8,9.1,9.78,9.3,10.7597,9.55,11.1699,9.01,11.1699,7.03
53,9.13,9.835,9.1,9.56,ok,1601942400,4535421,9.28333333333336,2020-10-06 00:00:00,2020-10-06,27772.7598,28354.4805,27728.0293,28214.2402,ok,1601991000,435030000,27883.061850000362,2020-10-06 13:30:00,2020-10-06,1,280,False,9.426666666666668,2.0626530591096178e-06,9.56,9.1678,14.8,9.1678,14.8,9.1678,15.1,9.1678,9.59,9.2502,10.7597,9.69,10.86,9.01,11.1699,8.38
54,9.36,9.56,9.1678,9.23,ok,1602028800,3308644,9.300000000000027,2020-10-07 00:00:00,2020-10-07,28303.4609,28369.6602,27971.3594,27971.3594,ok,1602077400,328750000,28100.75715000037,2020-10-07 13:30:00,2020-10-07,2,281,False,9.35,2.8297393131445995e-06,13.64,9.19,14.8,9.19,14.8,9.19,15.1,9.19,9.835,9.1,10.7597,9.3,10.7597,9.01,11.1699,8.38
55,13.49,13.64,9.19,9.54,ok,1602115200,76453557,11.386666666666697,2020-10-08 00:00:00,2020-10-08,28425.5098,28459.1309,28265.5605,28348.8594,ok,1602163800,314750000,28276.035166667047,2020-10-08 13:30:00,2020-10-08,3,282,False,10.706,1.5835321653728507e-07,14.8,11.9,14.8,11.4,15.1,11.4,15.1,11.4,9.56,9.1678,10.25,9.2502,10.7597,9.1,11.1699,8.38
56,12.02,14.8,11.9,12.83,ok,1602201600,77152780,12.066666666666698,2020-10-09 00:00:00,2020-10-09,28586.9004,28676.2891,28440.6309,28533.6094,ok,1602250200,324050000,28485.86361666706,2020-10-09 13:30:00,2020-10-09,4,283,False,11.324,1.672871238945203e-07,12.7662,11.4,12.7662,11.4,15.1,11.4,15.1,11.4,13.64,9.19,9.835,9.1,10.7597,9.3,11.1699,9.01
57,11.8,12.7662,11.4,11.66,ok,1602460800,23655701,12.155000000000035,2020-10-12 00:00:00,2020-10-12,28837.5195,28957.9004,28659.6699,28671.1191,ok,1602509400,493680000,28685.311516667065,2020-10-12 13:30:00,2020-10-12,0,286,False,11.693333333333332,5.068010173671596e-07,12.42,11.65,15.1,11.65,15.1,11.65,15.1,11.65,14.8,11.9,9.835,9.1,10.7597,9.2502,10.86,9.01
58,11.88,12.42,11.65,11.73,ok,1602547200,10179708,11.876666666666702,2020-10-13 00:00:00,2020-10-13,28679.8105,28808.8398,28604.3496,28764.9492,ok,1602595800,526110000,28716.895150000415,2020-10-13 13:30:00,2020-10-13,1,287,False,11.933333333333334,1.1771784940524164e-06,12.68,12.05,15.1,11.99,15.1,11.99,15.87,11.99,12.7662,11.4,13.64,9.1,10.7597,9.1,10.7597,9.01
